uuid,Void/Retire,Fully specified name:es,Short name:es,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Mappings|SAME-AS|PIH|Name,Mappings|SAME-AS|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|SAME-AS|AMPATH,Mappings|NARROWER-THAN|AMPATH,Mappings|SAME-AS|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO,Mappings|BROADER-THAN|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO 2nd,Mappings|SAME-AS|ICD-11-WHO,Mappings|SAME-AS|Liberia MoH,Mappings|NARROWER-THAN|Liberia MoH,Mappings|SAME-AS|org.openmrs.module.emrapi,Mappings|SAME-AS|PIH Malawi,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,_order:90
125043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Talo equinovaro,,Talipes Equinovarus,,"A deformed foot in which the foot is plantarflexed, inverted and adducted.",Diagnosis,N/A,,,9613,125043,,,Q66.0,,,,,,,,,397932003,249808002,
123813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,testículo no descendido,,Undescended testicle,,"A developmental defect characterized by failure of the testes to descend into the scrotum. (Dorland, 27th ed)",Diagnosis,N/A,,Undescended Testicle,7500,123813,,,,Q53.9,,,,,,,,204878001,,
124957AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tétanos,,Tetanus,,,Diagnosis,N/A,,Tetanus,7183,124957,,,,A35,,,,,,,,,,
124954AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tétanos del neonato,,Tetanus Neonatorum,,Neonatal tetanus < 28 days,Diagnosis,N/A,,Tetanus Neonatorum,7251,124954,,,,A33,,,,20 (Neo-natal Tetanus),,,,43424001,,
aea6def4-499a-4bf3-a9df-edeec7dd00b1,,Tétanos obstétrico,,Obstetrical Tetanus,,,Diagnosis,N/A,,Obstetrical Tetanus,7623,,,,,A34,,,,,,,,,,
124944AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tetralogía de Fallot,,Tetralogy of Fallot,,,Diagnosis,N/A,,,7938,124944,,,,Q21.3,,,,,,,,,86299006,
3cd4879e-26fe-102b-80cb-0017a47871b2,,Tiña corporal,,Tinea corporis,,"A fungal infection involving parts of the body not covered with hair, called also body ringworm.",Diagnosis,N/A,,TINEA CORPORIS,835,,,,,B35.4,,,,9 (Tinea Corporis),,,,,,
64b1ce2e-530e-4f59-be3f-a9c70c909131,,Tiña cutánea,,"Tinea, Nos",,Skin infection with a dermatophyte fungus,Diagnosis,N/A,,TINEA NOS,3777,,,,,B35.9,,,,,,,,,,
3f551a17-eefd-4806-89e1-25cddbb0b75e,,Torsión ovárica,,Torsion of Ovary,,,Diagnosis,N/A,,,10133,124588,,,,N83.5,,,,,,,,13595002,,
124586AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Torsión testicular,,Torsion of Testis,,"Torsion of the spermatic cord caused usually by incomplete attachment of the epididymis to the testis or by inclusion of the cord within the tunica vaginalis. Faulty development of various anatomical components of the testes is also a cause. It occurs most frequently in childhood and adolescence. (From Current Medical Information & Terminology, 5th ed)",Diagnosis,N/A,,,8357,124586,,,N44,,,,,,,,,81996005,,
3cccf632-26fe-102b-80cb-0017a47871b2,,tos,,Cough,,"To expel air from the lungs suddenly and noisily, often to keep the respiratory passages free of irritating material.",Diagnosis,N/A,No;Unknown;Yes,COUGH,107,143264,107;5956,,,R05,,,,,,,,49727002,263731006,
121131AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,trastorno bipolar,,Bipolar disorder,,A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,Diagnosis,N/A,,Bipolar disorder,7947,121131,,,,F31.9,,,,,45 (Mood disorder),,,,13746004;191656008,
139545AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,trastorno de ansiedad generalizada,,Generalised anxiety disorder,,"Disorders in which anxiety (persistent feelings of apprehension, tension, or uneasiness) is the predominant disturbance.",Diagnosis,N/A,,Generalized anxiety disorder,9517,139545,,,F41.1,,,,,,44 (Anxiety disorder),,,21897009,,
a31bbcf1-0374-4160-8cfe-8271e096762d,,Trastorno de estrés postraumático,,Post-traumatic stress disorder,,,Diagnosis,N/A,,Post traumatic stress disorder,7197,113881,,,,F43.1,,,,,44 (Anxiety disorder),,,47505003,,
119117AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Trastorno de la uña,,Disease of Nail,,Diseases of the nail plate and tissues surrounding it. The concept is limited to primates.,Diagnosis,N/A,,,8459,119117,,,L60.9,,,,,,,,,17790008,,
3cebc756-26fe-102b-80cb-0017a47871b2,,trastorno del encéfalo,,Encephalopathy,,Any disorder or disease of the brain.,Diagnosis,N/A,,ENCEPHALOPATHY,5345,119288,,,,G93.4,,,,,,,,81308009,386806002,
132611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,trastorno obsesivo-compulsivo,,Obsessive-Compulsive Disorder,,"An anxiety disorder characterized by recurrent, persistent obsessions or compulsions. Obsessions are the intrusive ideas, thoughts, or images that are experienced as senseless or repugnant. Compulsions are repetitive and seemingly purposeful behavior which the individual generally recognizes as senseless and from which the individual does not derive pleasure although it may provide a release from tension.",Diagnosis,N/A,,Obsessive-Compulsive Disorder,7513,132611,,,,F42.9,,,,,44 (Anxiety disorder),,,191736004,,
112454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Trastornos de la articulación temporomaxilar,,Temporomandibular joint disorder,,"A variety of conditions affecting the anatomic and functional characteristics of the temporomandibular joint. Factors contributing to the complexity of temporomandibular diseases are its relation to dentition and mastication and the symptomatic effects in other areas which account for referred pain to the joint and the difficulties in applying traditional diagnostic procedures to temporomandibular joint pathology where tissue is rarely obtained and x-rays are often inadequate or nonspecific. Common diseases are developmental abnormalities, trauma, subluxation, luxation, arthritis, and neoplasia. (From Thoma's Oral Pathology, 6th ed, pp577-600)",Diagnosis,N/A,,,8901,112454,,,K07.6,,,,,,,,,41888000,,
cbde94b4-214a-4c25-a8e3-c39f787064f8,,Tricomoniasis,,Trichomoniasis,,Infections in birds and mammals produced by various species of Trichomonas.  Duplicate of 684.,Diagnosis,N/A,,Trichomoniasis,7120,117146,,,,A59.9,,,,,13 (STI),,,56335008,,
119624AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Trombosis venosa profunda,,Deep vein thrombosis,,The formation or presence of a thrombus within a vein.,Diagnosis,N/A,,,8323,119624,,,,I80.2,,,,,,,,128053003,,
112094AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tuberculosis del sistema nervioso central,,Tuberculosis Of Central Nervous System,,,Diagnosis,N/A,,Tuberculosis of Central Nervous System,7579,112094,,,,A17.9,,G99.8,,,,,,10706006,,
118890AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tuberculosis diseminada,,Disseminated tuberculosis,,An acute form of TUBERCULOSIS in which minute tubercles are formed in a number of organs of the body due to dissemination of the bacilli through the blood stream.,Diagnosis,N/A,,,11153,118890,,,,,A19.9,,,,,,,182159002,47604008,
3cdbd670-26fe-102b-80cb-0017a47871b2,,Tuberculosis extrapulmonar,,Extra-pulmonary tuberculosis,EP_TB,"Diagnosis of extra-pulmonary tuberculosis, where the TB is not relating to, or affecting the lungs.",Diagnosis,Coded,,EXTRA-PULMONARY TUBERCULOSIS,1547,5042,,,A18.8,,,,,,,,,423997002,,
115753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tuberculosis miliar,,Miliary Tuberculosis,,An acute form of TUBERCULOSIS in which minute tubercles are formed in a number of organs of the body due to dissemination of the bacilli through the blood stream.,Diagnosis,N/A,,Miliary Tuberculosis,7590,115753,1460,,,A19.9,,,,,,,,47604008,,
3cdbd9b8-26fe-102b-80cb-0017a47871b2,,Tuberculosis pulmonar,,Pulmonary tuberculosis,PULM_TB,"An acute or chronic disease marked by inflammation of the lungs and caused by by mycobacterium tuberculosis.  Question: Does the patient have pulmonary TB, where the TB is relating to, or affecting the lungs.",Diagnosis,Boolean,,PULMONARY TUBERCULOSIS,1549,42,,,,A15.3,,,,,,,,80003002,,
116688AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Tumefaccion, masa o prominencia intraabdominal y pelvica",,"Abdominal or Pelvic Swelling, Mass or Lump",,,Diagnosis,N/A,,,8522,116688,,,R19.0,,,,,,,,,274719002,,
e817c1ec-f03a-4c73-9087-d7df8b4795b4,,Tumor benigno de la mama,,Benign Neoplasm Of Breast,,Tumors or cancer of the breast.,Diagnosis,N/A,,Benign neoplasm of breast,7626,,,,,D24,,,,,,,,,,
113771AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tumor cerebral maligno,,Malignant brain tumour,,"Neoplasms of the intracranial components of the central nervous system, including the cerebral hemispheres, basal ganglia, hypothalamus, thalamus, brain stem, and cerebellum. Brain neoplasms are subdivided into primary (originating from brain tissue) and secondary (i.e., metastatic) forms. Primary neoplasms are subdivided into benign and malignant forms. In general, brain tumors may also be classified by age of onset, histologic type, or presenting location in the brain.",Diagnosis,N/A,,,8293,113771,,,C71.9,,,,,,,,,428061005,,
116026AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tumor maligno de mama,,Malignant neoplasm of breast,,Tumors or cancer of the breast.,Diagnosis,N/A,,Malignant Neoplasm of Breast,7581,116026,,,,C50.9,,,,,,,,254837009,372137005,
134788AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tumor maligno de próstata,,Malignant Tumor of Prostate,,Tumors or cancer of the prostate.,Diagnosis,N/A,,,7916,134788,,,,C61,,,,,,,,,399068003,
116023AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tumor maligno del cuello uterino,,Malignant neoplasm of cervix uteri,,Tumors or cancer of the uterine cervix.,Diagnosis,N/A,,,7914,116023,,,C53.9,,,,,,,,,363354003,,
134778AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tumor maligno del escroto,,Malignant tumor of scrotum,,,Diagnosis,N/A,,Malignant Tumor of Scrotum,7595,134778,,,,C63.2,,,,,,,,363454002,,
134838AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tumor maligno del intestino,,Malignant tumor of intestine,,Tumors or cancer of the INTESTINES.,Diagnosis,N/A,,Malignant Tumor of Intestine,7593,134838,,,,C26.0,,,,,,,,363508008,,
2020ca9e-d678-4b4d-89e4-4dac94378311,,Tumor maligno del pulmón,,Malignant neoplasm of lung,,Tumors or cancer of the lung,Diagnosis,N/A,,Malignant neoplasm of lung,7811,,,,C34.9,,,,,,,,,93880001,,
3cce96a4-26fe-102b-80cb-0017a47871b2,,Úlcera duodenal,,Duodenal Ulcer,,Peptic ulcer in the lining of the duodenum.,Diagnosis,N/A,,DUODENAL ULCER,208,,,,,K26,,,,,,,,,,
3cce9ce4-26fe-102b-80cb-0017a47871b2,,Úlcera gástrica,,Gastric Ulcer,,Peptic ulcer in the lining of the stomach.,Diagnosis,N/A,,GASTRIC ULCER,212,,,,,K25,,,,,,,,,,
3cce99c4-26fe-102b-80cb-0017a47871b2,,Úlcera péptica,,Peptic Ulcer,,ulcer in the lining of the stomach or small intestine,Diagnosis,N/A,,PEPTIC ULCER,210,,,,,K27.9,,,,,,,,13200003,,
119656AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,úlcera por presión,,Decubitus ulcer,,"An ulceration caused by prolonged pressure in patients permitted to lie too still for a long period of time. The bony prominences of the body are the most frequently affected sites. The ulcer is caused by ischemia of the underlying structures of the skin, fat, and muscles as a result of the sustained and constant pressure.",Diagnosis,N/A,,Decubitus Ulcer,7206,119656,,,,L89.9,,,,,,,,400192002,,
123876AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ulceración de la vulva,,Ulceration Of vulva,,,Diagnosis,N/A,,Ulceration of Vulva,7615,123876,,,,N76.6,,,,,,,,68640004,,
3ce6ce90-26fe-102b-80cb-0017a47871b2,,Ulceras genitales o chancro blando,,"Genital Ulcers, Chancroid",,"painful, single or multiple (1-3), deep and defined or irregular ulcers seen 3-7 d after sexual contact with an infected person; ulcer has a yellow-gray rough base, with soft induration; unilateral or bilateral tender inguinal adenopathy is seen and may suppurate. Constitutional symptoms are rare. Up to 10% of persons with chancroid may be co-infected with syphilis.",Diagnosis,N/A,,"GENITAL ULCERS, CHANCROID",2738,,,,,A57,,,,,13 (STI),,,,,
145600AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,urticaria colinérgica,,Cholinergic Angio-Oedema-Urticaria,,,Diagnosis,N/A,,,10082,145600,,,L50.5,,,,,,,,,73098005,,
3ccd2800-26fe-102b-80cb-0017a47871b2,,vaginitis aguda,,Vaginitis,,Inflammation of the vagina characterized by pain and a purulent discharge.,Diagnosis,N/A,,VAGINITIS,139,,,,,N76.0,,,,,,,,,,
3ce16838-26fe-102b-80cb-0017a47871b2,,Vaginosis bacteriana,,"Bacterial vaginosis, non-specified",Bacterial vaginosis,"Polymicrobial, nonspecific vaginitis associated with positive cultures of Gardnerella vaginalis and other anaerobic organisms and a decrease in lactobacilli. It remains unclear whether the initial pathogenic event is caused by the growth of anaerobes or a primary decrease in lactobacilli.",Finding,N/A,,"BACTERIAL VAGINOSIS, NON-SPECIFIED",2155,,,,N76.0,,,,,,,,,419760006,,
3cd4e978-26fe-102b-80cb-0017a47871b2,,Varicela,,Varicella,,An acute contagious disease especially of children that is marked by low-grade fever and formation of vesicles and that is caused by a herpesvirus.,Diagnosis,N/A,,VARICELLA,892,,,,,B01.9,,,,,,,,,,
123354AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Varicocele,,Varicocele,,"A varicose condition of the veins of the pampiniform plexus, forming a swelling that feels like a ""bag of worms,"" appearing bluish through the skin of the scrotum, and accompanied by a constant pulling, dragging, or dull pain in the scrotum. (Dorland, 27th ed)",Diagnosis,N/A,,,8512,123354,,,,I86.1,,,,,,,,51070004,,
111636AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,vejiga: incontinente,,Urinary Incontinence,,,Symptom,N/A,,Urinary Incontinence,7228,111636,,,,R32,,,,,,,,165232002,,
26d45366-618d-400c-9c50-d6506cf098c2,,Vértigo/Mareo,,Vertigo,,"An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear, vestibular nerve, brainstem, and cerebral cortex. Lesions in the temporal and parietal lobes may be associated with FOCAL SEIZURES that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)",Diagnosis,N/A,,VERTIGO,3785,111525,,,,R42,,,,,,,,399153001,,
5c83dc07-c8ca-4dd8-8d69-abe99b0cf774,,VIH en el embarazo,,"Human immunodeficiency disease complicating pregnancy, childbirth and the puerperium",,,Diagnosis,N/A,,HIV complicating pregnancy,7560,,,,,O98.7,,,,,,,,,,
3cd80b44-26fe-102b-80cb-0017a47871b2,,Virus papiloma humnao,,Human papillomavirus,,"Any of various strains of papovavirus that cause warts, especially of the hands, feet, and genitals, with some strains believed to be a causative factor in cancer of the cervix, vagina, and vulva.",Diagnosis,N/A,,HUMAN PAPILLOMAVIRUS,1213,1213,1213,,,B97.7,,,,,,,,240532009,,
111459AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,vitiligo,,Vitiligo,,"A disorder consisting of areas of macular depigmentation, commonly on extensor aspects of extremities, on the face or neck, and in skin folds. Age of onset is often in young adulthood and the condition tends to progress gradually with lesions enlarging and extending until a quiescent state is reached.",Diagnosis,N/A,,,10101,111459,,,L80,,,,,,,,,56727007,,
